dexnum,name,zh_name,alola,galar,hisui,paldea,generation,type1,type2,species,height,weight,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total,ev_yield,catch_rate,base_friendship,base_exp,growth_rate,egg_group1,egg_group2,percent_male,percent_female,egg_cycles,special_group,Unnamed: 34,form_key,form_zh_name,gender_diff,appearance_diff,battle_form,notes
96,Drowzee,催眠貘,,,,,1.0,Psychic,,Hypnosis Pokémon,1,32.4,Insomnia,Forewarn,Inner Focus,60.0,48.0,45.0,43.0,90.0,42.0,328.0,1 Sp. Def,190,50,66,Medium Fast,Human-Like,,50,50.0,20,Ordinary,,,,,,,
97,Hypno,引夢貘人,,,,,1.0,Psychic,,Hypnosis Pokémon,1.6,75.6,Insomnia,Forewarn,Inner Focus,85.0,73.0,70.0,73.0,115.0,67.0,483.0,2 Sp. Def,75,50,169,Medium Fast,Human-Like,,50,50.0,20,Ordinary,,,,,,,
98,Krabby,大鉗蟹,,,,,1.0,Water,,River Crab Pokémon,0.4,6.5,Hyper Cutter,Shell Armor,Sheer Force,30.0,105.0,90.0,25.0,25.0,50.0,325.0,1 Attack,225,50,65,Medium Fast,Water 3,,50,50.0,20,Ordinary,,,,,,,
99,Kingler,巨鉗蟹,,,,,1.0,Water,,Pincer Pokémon,1.3,60.0,Hyper Cutter,Shell Armor,Sheer Force,55.0,130.0,115.0,50.0,50.0,75.0,475.0,2 Attack,60,50,166,Medium Fast,Water 3,,50,50.0,20,Ordinary,,,,,,,
100,Voltorb,霹靂電球,,,"霹靂電球
洗翠的樣子",,1.0,Electric,,Ball Pokémon,0.5,10.4,Soundproof,Static,Aftermath,40.0,30.0,50.0,55.0,55.0,100.0,330.0,1 Speed,190,50,66,Medium Fast,Mineral,,,,20,Ordinary,,,,,,,
101,Electrode,頑皮雷蛋,,,"頑皮雷彈
洗翠的樣子",,1.0,Electric,,Ball Pokémon,1.2,66.6,Soundproof,Static,Aftermath,60.0,50.0,70.0,80.0,80.0,150.0,490.0,2 Speed,60,50,172,Medium Fast,Mineral,,,,20,Ordinary,,,,,,,
102,Exeggcute,蛋蛋,,,,,1.0,Grass,Psychic,Egg Pokémon,0.4,2.5,Chlorophyll,Harvest,,60.0,40.0,80.0,60.0,45.0,40.0,325.0,1 Defense,90,50,65,Slow,Grass,,50,50.0,20,Ordinary,,,,,,,
103,Exeggutor,椰蛋樹,"椰蛋樹
阿羅拉的樣子",,,,1.0,Grass,Psychic,Coconut Pokémon,2,120.0,Chlorophyll,Harvest,,95.0,95.0,85.0,125.0,75.0,55.0,530.0,2 Sp. Atk,45,50,186,Slow,Grass,,50,50.0,20,Ordinary,,,,,,,
104,Cubone,卡拉卡拉,,,,,1.0,Ground,,Lonely Pokémon,0.4,6.5,Rock Head,Lightning Rod,Battle Armor,50.0,50.0,95.0,40.0,50.0,35.0,320.0,1 Defense,190,50,64,Medium Fast,Monster,,50,50.0,20,Ordinary,,,,,,,
105,Marowak,嗄啦嗄啦,"嘎啦嘎啦
阿羅拉的樣子",,,,1.0,Ground,,Bone Keeper Pokémon,1,45.0,Rock Head,Lightning Rod,Battle Armor,60.0,80.0,110.0,50.0,80.0,45.0,425.0,2 Defense,75,50,149,Medium Fast,Monster,,50,50.0,20,Ordinary,,,,,,,
106,Hitmonlee,飛腿郎,,,,,1.0,Fighting,,Kicking Pokémon,1.5,49.8,Limber,Reckless,Unburden,50.0,120.0,53.0,35.0,110.0,87.0,455.0,2 Attack,45,50,159,Medium Fast,Human-Like,,100,0.0,25,Ordinary,,,,,,,
107,Hitmonchan,快拳郎,,,,,1.0,Fighting,,Punching Pokémon,1.4,50.2,Keen Eye,Iron Fist,Inner Focus,50.0,105.0,79.0,35.0,110.0,76.0,455.0,2 Sp. Def,45,50,159,Medium Fast,Human-Like,,100,0.0,25,Ordinary,,,,,,,
108,Lickitung,大舌頭,,,,,1.0,Normal,,Licking Pokémon,1.2,65.5,Own Tempo,Oblivious,Cloud Nine,90.0,55.0,75.0,60.0,75.0,30.0,385.0,2 HP,45,50,77,Medium Fast,Monster,,50,50.0,20,Ordinary,,,,,,,
109,Koffing,瓦斯彈,,,,,1.0,Poison,,Poison Gas Pokémon,0.6,1.0,Levitate,Neutralizing Gas,Stench,40.0,65.0,95.0,60.0,45.0,35.0,340.0,1 Defense,190,50,68,Medium Fast,Amorphous,,50,50.0,20,Ordinary,,,,,,,
110,Weezing,雙彈瓦斯,,"雙彈瓦斯
伽勒爾的樣子",,,1.0,Poison,,Poison Gas Pokémon,1.2,9.5,Levitate,Neutralizing Gas,Stench,65.0,90.0,120.0,85.0,70.0,60.0,490.0,2 Defense,60,50,172,Medium Fast,Amorphous,,50,50.0,20,Ordinary,,,,,,,
111,Rhyhorn,獨角犀牛,,,,,1.0,Ground,Rock,Spikes Pokémon,1,115.0,Lightning Rod,Rock Head,Reckless,80.0,85.0,95.0,30.0,30.0,25.0,345.0,1 Defense,120,50,69,Slow,Field,Monster,50,50.0,20,Ordinary,,,,,,,
112,Rhydon,鑽角犀獸,,,,,1.0,Ground,Rock,Drill Pokémon,1.9,120.0,Lightning Rod,Rock Head,Reckless,105.0,130.0,120.0,45.0,45.0,40.0,485.0,2 Attack,60,50,170,Slow,Field,Monster,50,50.0,20,Ordinary,,,,,,,
113,Chansey,吉利蛋,,,,,1.0,Normal,,Egg Pokémon,1.1,34.6,Natural Cure,Serene Grace,Healer,250.0,5.0,5.0,35.0,105.0,50.0,450.0,2 HP,30,140,395,Fast,Fairy,,0,100.0,40,Ordinary,,,,,,,
114,Tangela,蔓藤怪,,,,,1.0,Grass,,Vine Pokémon,1,35.0,Chlorophyll,Leaf Guard,Regenerator,65.0,55.0,115.0,100.0,40.0,60.0,435.0,1 Defense,45,50,87,Medium Fast,Grass,,50,50.0,20,Ordinary,,,,,,,
115,Kangaskhan,袋獸,,,,,1.0,Normal,,Parent Pokémon,2.2,80.0,Early Bird,Scrappy,Inner Focus,105.0,95.0,80.0,40.0,80.0,90.0,490.0,2 HP,45,50,172,Medium Fast,Monster,,0,100.0,20,Ordinary,,,,,,,
116,Horsea,墨海馬,,,,,1.0,Water,,Dragon Pokémon,0.4,8.0,Swift Swim,Sniper,Damp,30.0,40.0,70.0,70.0,25.0,60.0,295.0,1 Sp. Atk,225,50,59,Medium Fast,Dragon,Water 1,50,50.0,20,Ordinary,,,,,,,
117,Seadra,海刺龍,,,,,1.0,Water,,Dragon Pokémon,1.2,25.0,Poison Point,Sniper,Damp,55.0,65.0,95.0,95.0,45.0,85.0,440.0,"1 Defense, 1 Sp. Atk",75,50,154,Medium Fast,Dragon,Water 1,50,50.0,20,Ordinary,,,,,,,
118,Goldeen,角金魚,,,,,1.0,Water,,Goldfish Pokémon,0.6,15.0,Swift Swim,Water Veil,Lightning Rod,45.0,67.0,60.0,35.0,50.0,63.0,320.0,1 Attack,225,50,64,Medium Fast,Water 2,,50,50.0,20,Ordinary,,,,,,,
119,Seaking,金魚王,,,,,1.0,Water,,Goldfish Pokémon,1.3,39.0,Swift Swim,Water Veil,Lightning Rod,80.0,92.0,65.0,65.0,80.0,68.0,450.0,2 Attack,60,50,158,Medium Fast,Water 2,,50,50.0,20,Ordinary,,,,,,,
120,Staryu,海星星,,,,,1.0,Water,,Star Shape Pokémon,0.8,34.5,Illuminate,Natural Cure,Analytic,30.0,45.0,55.0,70.0,55.0,85.0,340.0,1 Speed,225,50,68,Slow,Water 3,,,,20,Ordinary,,,,,,,
121,Starmie,寶石海星,,,,,1.0,Water,Psychic,Mysterious Pokémon,1.1,80.0,Illuminate,Natural Cure,Analytic,60.0,75.0,85.0,100.0,85.0,115.0,520.0,2 Speed,60,50,182,Slow,Water 3,,,,20,Ordinary,,,,,,,
122,Mr. Mime,魔牆人偶,,"魔牆人偶
伽勒爾的樣子",,,1.0,Psychic,Fairy,Barrier Pokémon,1.3,54.5,Soundproof,Filter,Technician,40.0,45.0,65.0,100.0,120.0,90.0,460.0,2 Sp. Def,45,50,161,Medium Fast,Human-Like,,50,50.0,25,Ordinary,,,,,,,
123,Scyther,飛天螳螂,,,,,1.0,Bug,Flying,Mantis Pokémon,1.5,56.0,Swarm,Technician,Steadfast,70.0,110.0,80.0,55.0,80.0,105.0,500.0,1 Attack,45,50,100,Medium Fast,Bug,,50,50.0,25,Ordinary,,,,,,,
124,Jynx,迷唇姐,,,,,1.0,Ice,Psychic,Human Shape Pokémon,1.4,40.6,Oblivious,Forewarn,Dry Skin,65.0,50.0,35.0,115.0,95.0,95.0,455.0,2 Sp. Atk,45,50,159,Medium Fast,Human-Like,,0,100.0,25,Ordinary,,,,,,,
125,Electabuzz,電擊獸,,,,,1.0,Electric,,Electric Pokémon,1.1,30.0,Static,Vital Spirit,,65.0,83.0,57.0,95.0,85.0,105.0,490.0,2 Speed,45,50,172,Medium Fast,Human-Like,,75,25.0,25,Ordinary,,,,,,,
126,Magmar,鴨嘴火獸,,,,,1.0,Fire,,Spitfire Pokémon,1.3,44.5,Flame Body,Vital Spirit,,65.0,95.0,57.0,100.0,85.0,93.0,495.0,2 Sp. Atk,45,50,173,Medium Fast,Human-Like,,75,25.0,25,Ordinary,,,,,,,
127,Pinsir,凱羅斯,,,,,1.0,Bug,,Stag Beetle Pokémon,1.5,55.0,Hyper Cutter,Mold Breaker,Moxie,65.0,125.0,100.0,55.0,70.0,85.0,500.0,2 Attack,45,50,175,Slow,Bug,,50,50.0,25,Ordinary,,,,,,,
128,Tauros,肯泰羅,,,,"肯泰羅
帕底亞的樣子（鬥戰種）",1.0,Normal,,Wild Bull Pokémon,1.4,88.4,Intimidate,Anger Point,Sheer Force,75.0,100.0,95.0,40.0,70.0,110.0,490.0,"1 Attack, 1 Speed",45,50,172,Slow,Field,,100,0.0,20,Ordinary,,,,,,,
128,Tauros,肯泰羅,,,,"肯泰羅
帕底亞的樣子（火熾種）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Tauros,肯泰羅,,,,"肯泰羅
帕底亞的樣子（水瀾種）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Magikarp,鯉魚王,,,,,1.0,Water,,Fish Pokémon,0.9,10.0,Swift Swim,Rattled,,20.0,10.0,55.0,15.0,20.0,80.0,200.0,1 Speed,255,50,40,Slow,Dragon,Water 2,50,50.0,5,Ordinary,,,,,,,
130,Gyarados,暴鯉龍,,,,,1.0,Water,Flying,Atrocious Pokémon,6.5,235.0,Intimidate,Moxie,,95.0,125.0,79.0,60.0,100.0,81.0,540.0,2 Attack,45,50,189,Slow,Dragon,Water 2,50,50.0,5,Ordinary,,,,,,,
131,Lapras,拉普拉斯,,,,,1.0,Water,Ice,Transport Pokémon,2.5,220.0,Water Absorb,Shell Armor,Hydration,130.0,85.0,80.0,85.0,95.0,60.0,535.0,2 HP,45,50,187,Slow,Monster,Water 1,50,50.0,40,Ordinary,,,,,,,
132,Ditto,百變怪,,,,,1.0,Normal,,Transform Pokémon,0.3,4.0,Limber,Imposter,,48.0,48.0,48.0,48.0,48.0,48.0,288.0,1 HP,35,50,101,Medium Fast,Ditto,,,,20,Ordinary,,,,,,,
133,Eevee,伊布,,,,,1.0,Normal,,Evolution Pokémon,0.3,6.5,Run Away,Adaptability,Anticipation,55.0,55.0,50.0,45.0,65.0,55.0,325.0,1 Sp. Def,45,50,65,Medium Fast,Field,,87.5,12.5,35,Ordinary,,,,,,,
134,Vaporeon,水伊布,,,,,1.0,Water,,Bubble Jet Pokémon,1,29.0,Water Absorb,Hydration,,130.0,65.0,60.0,110.0,95.0,65.0,525.0,2 HP,45,50,184,Medium Fast,Field,,87.5,12.5,35,Ordinary,,,,,,,
135,Jolteon,雷伊布,,,,,1.0,Electric,,Lightning Pokémon,0.8,24.5,Volt Absorb,Quick Feet,,65.0,65.0,60.0,110.0,95.0,130.0,525.0,2 Speed,45,50,184,Medium Fast,Field,,87.5,12.5,35,Ordinary,,,,,,,
136,Flareon,火伊布,,,,,1.0,Fire,,Flame Pokémon,0.9,25.0,Flash Fire,Guts,,65.0,130.0,60.0,95.0,110.0,65.0,525.0,2 Attack,45,50,184,Medium Fast,Field,,87.5,12.5,35,Ordinary,,,,,,,
137,Porygon,多邊獸,,,,,1.0,Normal,,Virtual Pokémon,0.8,36.5,Trace,Download,Analytic,65.0,60.0,70.0,85.0,75.0,40.0,395.0,1 Sp. Atk,45,50,79,Medium Fast,Mineral,,,,20,Ordinary,,,,,,,
138,Omanyte,菊石獸,,,,,1.0,Rock,Water,Spiral Pokémon,0.4,7.5,Swift Swim,Shell Armor,Weak Armor,35.0,40.0,100.0,90.0,55.0,35.0,355.0,1 Defense,45,50,71,Medium Fast,Water 1,Water 3,87.5,12.5,30,Fossil,,,,,,,
139,Omastar,多刺菊石獸,,,,,1.0,Rock,Water,Spiral Pokémon,1,35.0,Swift Swim,Shell Armor,Weak Armor,70.0,60.0,125.0,115.0,70.0,55.0,495.0,2 Defense,45,50,173,Medium Fast,Water 1,Water 3,87.5,12.5,30,Fossil,,,,,,,
140,Kabuto,化石盔,,,,,1.0,Rock,Water,Shellfish Pokémon,0.5,11.5,Swift Swim,Battle Armor,Weak Armor,30.0,80.0,90.0,55.0,45.0,55.0,355.0,1 Defense,45,50,71,Medium Fast,Water 1,Water 3,87.5,12.5,30,Fossil,,,,,,,
141,Kabutops,鐮刀盔,,,,,1.0,Rock,Water,Shellfish Pokémon,1.3,40.5,Swift Swim,Battle Armor,Weak Armor,60.0,115.0,105.0,65.0,70.0,80.0,495.0,2 Attack,45,50,173,Medium Fast,Water 1,Water 3,87.5,12.5,30,Fossil,,,,,,,
142,Aerodactyl,化石翼龍,,,,,1.0,Rock,Flying,Fossil Pokémon,1.8,59.0,Rock Head,Pressure,Unnerve,80.0,105.0,65.0,60.0,75.0,130.0,515.0,2 Speed,45,50,180,Slow,Flying,,87.5,12.5,35,Fossil,,,,,,,
143,Snorlax,卡比獸,,,,,1.0,Normal,,Sleeping Pokémon,2.1,460.0,Immunity,Thick Fat,Gluttony,160.0,110.0,65.0,65.0,110.0,30.0,540.0,2 HP,25,50,189,Slow,Monster,,87.5,12.5,40,Ordinary,,,,,,,
144,Articuno,急凍鳥,,"急凍鳥
伽勒爾的樣子",,,1.0,Ice,Flying,Freeze Pokémon,1.7,55.4,Pressure,Snow Cloak,,90.0,85.0,100.0,95.0,125.0,85.0,580.0,3 Sp. Def,3,35,290,Slow,Undiscovered,,,,80,Legendary,,,,,,,
145,Zapdos,閃電鳥,,"閃電鳥
伽勒爾的樣子",,,1.0,Electric,Flying,Electric Pokémon,1.6,52.6,Pressure,Static,,90.0,90.0,85.0,125.0,90.0,100.0,580.0,3 Sp. Atk,3,35,290,Slow,Undiscovered,,,,80,Legendary,,,,,,,
146,Moltres,火焰鳥,,"火焰鳥
伽勒爾的樣子",,,1.0,Fire,Flying,Flame Pokémon,2,60.0,Pressure,Flame Body,,90.0,100.0,90.0,125.0,85.0,90.0,580.0,3 Sp. Atk,3,35,290,Slow,Undiscovered,,,,80,Legendary,,,,,,,
147,Dratini,迷你龍,,,,,1.0,Dragon,,Dragon Pokémon,1.8,3.3,Shed Skin,Marvel Scale,,41.0,64.0,45.0,50.0,50.0,50.0,300.0,1 Attack,45,35,60,Slow,Dragon,Water 1,50,50.0,40,Ordinary,,,,,,,
148,Dragonair,哈克龍,,,,,1.0,Dragon,,Dragon Pokémon,4,16.5,Shed Skin,Marvel Scale,,61.0,84.0,65.0,70.0,70.0,70.0,420.0,2 Attack,45,35,147,Slow,Dragon,Water 1,50,50.0,40,Ordinary,,,,,,,
149,Dragonite,快龍,,,,,1.0,Dragon,Flying,Dragon Pokémon,2.2,210.0,Inner Focus,Multiscale,,91.0,134.0,95.0,100.0,100.0,80.0,600.0,3 Attack,45,35,300,Slow,Dragon,Water 1,50,50.0,40,Ordinary,,,,,,,
150,Mewtwo,超夢,,,,,1.0,Psychic,,Genetic Pokémon,2,122.0,Pressure,Unnerve,,106.0,110.0,90.0,154.0,90.0,130.0,680.0,3 Sp. Atk,3,0,340,Slow,Undiscovered,,,,120,Legendary,,,,,,,
151,Mew,夢幻,,,,,1.0,Psychic,,New Species Pokémon,0.4,4.0,Synchronize,,,100.0,100.0,100.0,100.0,100.0,100.0,600.0,3 HP,45,100,300,Medium Slow,Undiscovered,,,,120,Mythical,,,,,,,
152,Chikorita,菊草葉,,,,,2.0,Grass,,Leaf Pokémon,0.9,6.4,Overgrow,Leaf Guard,,45.0,49.0,65.0,49.0,65.0,45.0,318.0,1 Sp. Def,45,50,64,Medium Slow,Grass,Monster,87.5,12.5,20,Ordinary,,,,,,,
153,Bayleef,月桂葉,,,,,2.0,Grass,,Leaf Pokémon,1.2,15.8,Overgrow,Leaf Guard,,60.0,62.0,80.0,63.0,80.0,60.0,405.0,"1 Defense, 1 Sp. Def",45,50,142,Medium Slow,Grass,Monster,87.5,12.5,20,Ordinary,,,,,,,
154,Meganium,大竺葵,,,,,2.0,Grass,,Herb Pokémon,1.8,100.5,Overgrow,Leaf Guard,,80.0,82.0,100.0,83.0,100.0,80.0,525.0,"1 Defense, 2 Sp. Def",45,50,236,Medium Slow,Grass,Monster,87.5,12.5,20,Ordinary,,,,,,,
155,Cyndaquil,火球鼠,,,,,2.0,Fire,,Fire Mouse Pokémon,0.5,7.9,Blaze,Flash Fire,,39.0,52.0,43.0,60.0,50.0,65.0,309.0,1 Speed,45,50,62,Medium Slow,Field,,87.5,12.5,20,Ordinary,,,,,,,
156,Quilava,火岩鼠,,,,,2.0,Fire,,Volcano Pokémon,0.9,19.0,Blaze,Flash Fire,,58.0,64.0,58.0,80.0,65.0,80.0,405.0,"1 Sp. Atk, 1 Speed",45,50,142,Medium Slow,Field,,87.5,12.5,20,Ordinary,,,,,,,
157,Typhlosion,火爆獸,,,"火爆獸
洗翠的樣子",,2.0,Fire,,Volcano Pokémon,1.7,79.5,Blaze,Flash Fire,,78.0,84.0,78.0,109.0,85.0,100.0,534.0,3 Sp. Atk,45,50,267,Medium Slow,Field,,87.5,12.5,20,Ordinary,,,,,,,
158,Totodile,小鋸鱷,,,,,2.0,Water,,Big Jaw Pokémon,0.6,9.5,Torrent,Sheer Force,,50.0,65.0,64.0,44.0,48.0,43.0,314.0,1 Attack,45,50,63,Medium Slow,Monster,Water 1,87.5,12.5,20,Ordinary,,,,,,,
159,Croconaw,藍鱷,,,,,2.0,Water,,Big Jaw Pokémon,1.1,25.0,Torrent,Sheer Force,,65.0,80.0,80.0,59.0,63.0,58.0,405.0,"1 Attack, 1 Defense",45,50,142,Medium Slow,Monster,Water 1,87.5,12.5,20,Ordinary,,,,,,,
160,Feraligatr,大力鱷,,,,,2.0,Water,,Big Jaw Pokémon,2.3,88.8,Torrent,Sheer Force,,85.0,105.0,100.0,79.0,83.0,78.0,530.0,"2 Attack, 1 Defense",45,50,239,Medium Slow,Monster,Water 1,87.5,12.5,20,Ordinary,,,,,,,
161,Sentret,尾立,,,,,2.0,Normal,,Scout Pokémon,0.8,6.0,Run Away,Keen Eye,Frisk,35.0,46.0,34.0,35.0,45.0,20.0,215.0,1 Attack,255,50,43,Medium Fast,Field,,50,50.0,15,Ordinary,,,,,,,
162,Furret,大尾立,,,,,2.0,Normal,,Long Body Pokémon,1.8,32.5,Run Away,Keen Eye,Frisk,85.0,76.0,64.0,45.0,55.0,90.0,415.0,2 Speed,90,50,145,Medium Fast,Field,,50,50.0,15,Ordinary,,,,,,,
163,Hoothoot,咕咕,,,,,2.0,Normal,Flying,Owl Pokémon,0.7,21.2,Insomnia,Keen Eye,Tinted Lens,60.0,30.0,30.0,36.0,56.0,50.0,262.0,1 HP,255,50,52,Medium Fast,Flying,,50,50.0,15,Ordinary,,,,,,,
164,Noctowl,貓頭夜鷹,,,,,2.0,Normal,Flying,Owl Pokémon,1.6,40.8,Insomnia,Keen Eye,Tinted Lens,100.0,50.0,50.0,86.0,96.0,70.0,452.0,2 HP,90,50,158,Medium Fast,Flying,,50,50.0,15,Ordinary,,,,,,,
165,Ledyba,芭瓢蟲,,,,,2.0,Bug,Flying,Five Star Pokémon,1,10.8,Swarm,Early Bird,Rattled,40.0,20.0,30.0,40.0,80.0,55.0,265.0,1 Sp. Def,255,50,53,Fast,Bug,,50,50.0,15,Ordinary,,,,,,,
166,Ledian,安瓢蟲,,,,,2.0,Bug,Flying,Five Star Pokémon,1.4,35.6,Swarm,Early Bird,Iron Fist,55.0,35.0,50.0,55.0,110.0,85.0,390.0,2 Sp. Def,90,50,137,Fast,Bug,,50,50.0,15,Ordinary,,,,,,,
167,Spinarak,圓絲蛛,,,,,2.0,Bug,Poison,String Spit Pokémon,0.5,8.5,Swarm,Insomnia,Sniper,40.0,60.0,40.0,40.0,40.0,30.0,250.0,1 Attack,255,50,50,Fast,Bug,,50,50.0,15,Ordinary,,,,,,,
168,Ariados,阿利多斯,,,,,2.0,Bug,Poison,Long Leg Pokémon,1.1,33.5,Swarm,Insomnia,Sniper,70.0,90.0,70.0,60.0,70.0,40.0,400.0,2 Attack,90,50,140,Fast,Bug,,50,50.0,15,Ordinary,,,,,,,
169,Crobat,叉字蝠,,,,,2.0,Poison,Flying,Bat Pokémon,1.8,75.0,Inner Focus,Infiltrator,,85.0,90.0,80.0,70.0,80.0,130.0,535.0,3 Speed,90,50,241,Medium Fast,Flying,,50,50.0,15,Ordinary,,,,,,,
170,Chinchou,燈籠魚,,,,,2.0,Water,Electric,Angler Pokémon,0.5,12.0,Volt Absorb,Illuminate,Water Absorb,75.0,38.0,38.0,56.0,56.0,67.0,330.0,1 HP,190,50,66,Slow,Water 2,,50,50.0,20,Ordinary,,,,,,,
171,Lanturn,電燈怪,,,,,2.0,Water,Electric,Light Pokémon,1.2,22.5,Volt Absorb,Illuminate,Water Absorb,125.0,58.0,58.0,76.0,76.0,67.0,460.0,2 HP,75,50,161,Slow,Water 2,,50,50.0,20,Ordinary,,,,,,,
172,Pichu,皮丘,,,,,2.0,Electric,,Tiny Mouse Pokémon,0.3,2.0,Static,Lightning Rod,,20.0,40.0,15.0,35.0,35.0,60.0,205.0,1 Speed,190,50,41,Medium Fast,Undiscovered,,50,50.0,10,Baby Pokemon,,,,,,,
173,Cleffa,皮寶寶,,,,,2.0,Fairy,,Star Shape Pokémon,0.3,3.0,Cute Charm,Magic Guard,Friend Guard,50.0,25.0,28.0,45.0,55.0,15.0,218.0,1 Sp. Def,150,140,44,Fast,Undiscovered,,25,75.0,10,Baby Pokemon,,,,,,,
174,Igglybuff,寶寶丁,,,,,2.0,Normal,Fairy,Balloon Pokémon,0.3,1.0,Cute Charm,Competitive,Friend Guard,90.0,30.0,15.0,40.0,20.0,15.0,210.0,1 HP,170,50,42,Fast,Undiscovered,,25,75.0,10,Baby Pokemon,,,,,,,
175,Togepi,波克比,,,,,2.0,Fairy,,Spike Ball Pokémon,0.3,1.5,Hustle,Serene Grace,Super Luck,35.0,20.0,65.0,40.0,65.0,20.0,245.0,1 Sp. Def,190,50,49,Fast,Undiscovered,,87.5,12.5,10,Baby Pokemon,,,,,,,
176,Togetic,波克基古,,,,,2.0,Fairy,Flying,Happiness Pokémon,0.6,3.2,Hustle,Serene Grace,Super Luck,55.0,40.0,85.0,80.0,105.0,40.0,405.0,2 Sp. Def,75,50,142,Fast,Fairy,Flying,87.5,12.5,10,Ordinary,,,,,,,
177,Natu,天然雀,,,,,2.0,Psychic,Flying,Tiny Bird Pokémon,0.2,2.0,Synchronize,Early Bird,Magic Bounce,40.0,50.0,45.0,70.0,45.0,70.0,320.0,1 Sp. Atk,190,50,64,Medium Fast,Flying,,50,50.0,20,Ordinary,,,,,,,
178,Xatu,天然鳥,,,,,2.0,Psychic,Flying,Mystic Pokémon,1.5,15.0,Synchronize,Early Bird,Magic Bounce,65.0,75.0,70.0,95.0,70.0,95.0,470.0,"1 Sp. Atk, 1 Speed",75,50,165,Medium Fast,Flying,,50,50.0,20,Ordinary,,,,,,,
179,Mareep,咩利羊,,,,,2.0,Electric,,Wool Pokémon,0.6,7.8,Static,Plus,,55.0,40.0,40.0,65.0,45.0,35.0,280.0,1 Sp. Atk,235,50,56,Medium Slow,Field,Monster,50,50.0,20,Ordinary,,,,,,,
180,Flaaffy,茸茸羊,,,,,2.0,Electric,,Wool Pokémon,0.8,13.3,Static,Plus,,70.0,55.0,55.0,80.0,60.0,45.0,365.0,2 Sp. Atk,120,50,128,Medium Slow,Field,Monster,50,50.0,20,Ordinary,,,,,,,
181,Ampharos,電龍,,,,,2.0,Electric,,Light Pokémon,1.4,61.5,Static,Plus,,90.0,75.0,85.0,115.0,90.0,55.0,510.0,3 Sp. Atk,45,50,255,Medium Slow,Field,Monster,50,50.0,20,Ordinary,,,,,,,
182,Bellossom,美麗花,,,,,2.0,Grass,,Flower Pokémon,0.4,5.8,Chlorophyll,Healer,,75.0,80.0,95.0,90.0,100.0,50.0,490.0,3 Sp. Def,45,50,221,Medium Slow,Grass,,50,50.0,20,Ordinary,,,,,,,
183,Marill,瑪力露,,,,,2.0,Water,Fairy,Aqua Mouse Pokémon,0.4,8.5,Thick Fat,Huge Power,Sap Sipper,70.0,20.0,50.0,20.0,50.0,40.0,250.0,2 HP,190,50,88,Fast,Fairy,Water 1,50,50.0,10,Ordinary,,,,,,,
184,Azumarill,瑪力露麗,,,,,2.0,Water,Fairy,Aqua Rabbit Pokémon,0.8,28.5,Thick Fat,Huge Power,Sap Sipper,100.0,50.0,80.0,60.0,80.0,50.0,420.0,3 HP,75,50,210,Fast,Fairy,Water 1,50,50.0,10,Ordinary,,,,,,,
185,Sudowoodo,樹才怪,,,,,2.0,Rock,,Imitation Pokémon,1.2,38.0,Sturdy,Rock Head,Rattled,70.0,100.0,115.0,30.0,65.0,30.0,410.0,2 Defense,65,50,144,Medium Fast,Mineral,,50,50.0,20,Ordinary,,,,,,,
186,Politoed,蚊香蛙皇,,,,,2.0,Water,,Frog Pokémon,1.1,33.9,Water Absorb,Damp,Drizzle,90.0,75.0,75.0,90.0,100.0,70.0,500.0,3 Sp. Def,45,50,225,Medium Slow,Water 1,,50,50.0,20,Ordinary,,,,,,,
187,Hoppip,毽子草,,,,,2.0,Grass,Flying,Cottonweed Pokémon,0.4,0.5,Chlorophyll,Leaf Guard,Infiltrator,35.0,35.0,40.0,35.0,55.0,50.0,250.0,1 Sp. Def,255,50,50,Medium Slow,Fairy,Grass,50,50.0,20,Ordinary,,,,,,,
188,Skiploom,毽子花,,,,,2.0,Grass,Flying,Cottonweed Pokémon,0.6,1.0,Chlorophyll,Leaf Guard,Infiltrator,55.0,45.0,50.0,45.0,65.0,80.0,340.0,2 Speed,120,50,119,Medium Slow,Fairy,Grass,50,50.0,20,Ordinary,,,,,,,
189,Jumpluff,毽子棉,,,,,2.0,Grass,Flying,Cottonweed Pokémon,0.8,3.0,Chlorophyll,Leaf Guard,Infiltrator,75.0,55.0,70.0,55.0,95.0,110.0,460.0,3 Speed,45,50,230,Medium Slow,Fairy,Grass,50,50.0,20,Ordinary,,,,,,,
190,Aipom,長尾怪手,,,,,2.0,Normal,,Long Tail Pokémon,0.8,11.5,Run Away,Pickup,Skill Link,55.0,70.0,55.0,40.0,55.0,85.0,360.0,1 Speed,45,50,72,Fast,Field,,50,50.0,20,Ordinary,,,,,,,
191,Sunkern,向日種子,,,,,2.0,Grass,,Seed Pokémon,0.3,1.8,Chlorophyll,Solar Power,Early Bird,30.0,30.0,30.0,30.0,30.0,30.0,180.0,1 Sp. Atk,235,50,36,Medium Slow,Grass,,50,50.0,20,Ordinary,,,,,,,
